Id,Label,Modularity Class,Eccentricity,Closeness Centrality,Betweenness Centrality,Clustering Coefficient,Eigenvector Centrality,In-degress,Out-degree,Degree,Group
300093,,7,5,2.919379845,322.2055874,0.46666667,0.010622428,9,10,19,1
12,,5,4,2.21124031,21081.50667,0.39586434,0.397640061,155,155,310,1
593,,7,5,2.438372093,24526.25269,0.43425927,0.08414583,80,81,161,1
27,,2,5,2.598062016,1858.40989,0.26050422,0.054606245,35,32,67,1
601,,13,5,2.253488372,19525.22745,0.25795183,0.23970506,147,148,295,1
600137,,7,5,2.682170543,7102.857199,0.23399015,0.024345458,28,29,57,1
18,,4,5,2.594186047,1280.452094,0.56989247,0.05333227,31,31,62,1
36,,5,5,2.29496124,7580.180903,0.7118674,0.309397368,106,107,213,1
600217,,3,5,2.26124031,13612.16167,0.19506012,0.176548736,117,118,235,1
401,,3,5,2.369767442,11820.14467,0.26496026,0.1822481,93,91,184,1
600881,,0,5,2.255813953,12460.20314,0.28951678,0.204764882,109,110,219,1
2454,,13,5,2.411627907,6680.229711,0.31754386,0.108569922,74,76,150,1
421,,4,5,2.652325581,1177.920252,0.61290324,0.051565407,30,30,60,1
776,,8,5,2.903875969,612.1487776,0.4714795,0.051759845,34,18,52,1
623,,8,4,2.266666667,18523.69107,0.2120817,0.201200522,118,118,236,1
916,,7,5,2.854263566,462.4298625,0.43421054,0.028713888,19,19,38,1
686,,8,5,2.847286822,914.9692434,0.4116809,0.039438112,26,21,47,1
2060,,4,5,2.625581395,2569.715771,0.23333333,0.037486137,29,30,59,1
2618,,13,5,2.336046512,7548.576011,0.26127577,0.143500673,96,95,191,1
600123,,7,5,2.501937984,9268.929475,0.3135965,0.080403228,56,57,113,1
600195,,8,4,2.226356589,12615.24678,0.5660377,0.628809733,158,158,316,1
600810,,7,4,2.377906977,20215.18234,0.20341615,0.118628659,91,92,183,1
600958,,8,5,2.831782946,60.19888491,0.45238096,0.036853683,13,15,28,1
748,,9,5,2.342248062,10278.09035,0.39525765,0.205807179,103,103,206,1
26,,5,5,2.203100775,20622.99759,0.35834453,0.322082043,148,150,298,1
797,,4,5,2.548062016,1658.764619,0.36945033,0.066144203,43,43,86,1
2085,,2,4,2.364341085,8113.387239,0.20987654,0.095680938,79,82,161,1
2111,,9,5,2.241860465,16584.56781,0.3142745,0.249028453,133,134,267,1
2344,,0,5,2.360852713,8046.272033,0.35968083,0.148288365,81,82,163,1
300041,,0,5,2.209302326,23284.8073,0.20824733,0.250600908,151,153,304,1
300086,,0,5,2.418992248,1473.122554,0.35783425,0.103250787,57,58,115,1
300170,,0,5,2.497674419,3238.930087,0.31911677,0.072171113,57,58,115,1
300180,,2,5,2.69496124,165.4782893,0.83986926,0.026472299,17,18,35,1
300261,,13,5,2.338372093,5484.399669,0.3302448,0.150021581,93,94,187,1
300298,,1,5,2.303488372,9395.17655,0.22701736,0.127266348,88,89,177,1
300325,,5,4,2.102325581,23608.51875,0.346955,0.613383497,230,233,463,1
600143,,4,5,2.436046512,1382.420821,0.46235293,0.091672698,50,51,101,1
600356,,3,5,2.431782946,3130.562334,0.3808081,0.099144497,53,55,108,1
600867,,0,4,2.321317829,6494.372092,0.22283076,0.168393703,96,97,193,1
600992,,8,5,2.584108527,3412.231073,0.34576613,0.040359142,31,32,63,1
415,,0,5,2.609302326,366.7057578,0.9174603,0.047898586,35,36,71,1
783,,0,5,2.875581395,2102.831631,0.475,0.074889398,55,21,76,1
534,,7,4,2.36744186,13905.27413,0.30891332,0.101240798,90,91,181,1
668,,0,5,2.570930233,971.0179477,0.68873405,0.059437971,41,42,83,1
828,,0,5,2.446511628,2993.618889,0.47593865,0.083426827,61,61,122,1
980,,0,5,2.48875969,3838.943441,0.4430468,0.071905873,53,54,107,1
2154,,0,5,2.61124031,0,0.9714286,0.047644049,34,35,69,1
2235,,0,5,2.385658915,9981.650879,0.27471307,0.084966466,73,74,147,1
2249,,4,5,2.350387597,6114.295741,0.42096528,0.14717596,88,89,177,1
2274,,5,5,2.21744186,19887.56881,0.46206897,0.3510844,143,144,287,1
2295,,0,5,2.550387597,602.9641669,0.70963997,0.065328284,41,42,83,1
2386,,0,5,2.394573643,11245.3853,0.2820513,0.093589753,76,78,154,1
2396,,0,4,2.169379845,27660.5594,0.2351933,0.334113599,177,178,355,1
2621,,0,5,2.601550388,46.51404716,0.9190476,0.047644049,34,36,70,1
2637,,0,5,2.522093023,1178.337274,0.6181818,0.062824126,44,45,89,1
2638,,4,5,2.36124031,3754.235672,0.47223037,0.140967638,82,83,165,1
2687,,5,4,2.23255814,8034.587189,0.4655611,0.305034789,133,135,268,1
2692,,5,4,2.23255814,8034.587189,0.4655611,0.305034789,133,135,268,1
300038,,4,5,2.332945736,15085.08215,0.27094072,0.115225086,95,97,192,1
300062,,7,5,2.493023256,5655.853433,0.5176152,0.085261744,81,82,163,1
300346,,0,5,2.426744186,6674.946584,0.41503146,0.118153338,73,74,147,1
300366,,0,5,2.527131783,6301.522753,0.5809436,0.067640184,46,47,93,1
600004,,8,5,2.16627907,22986.82024,0.3874746,0.729045836,210,211,421,1
600135,,13,4,2.280232558,14477.89965,0.30550194,0.162179762,111,112,223,1
600165,,0,5,2.604263566,162.8550287,0.9174603,0.048158046,35,36,71,1
600288,,0,4,2.402713178,12729.84992,0.32038543,0.093262796,81,82,163,1
600339,,0,5,2.555426357,5069.185103,0.5411765,0.056400193,50,51,101,1
600345,,0,5,2.473643411,3846.949215,0.4304682,0.071042036,52,53,105,1
600456,,9,5,2.329457364,7785.930187,0.39808175,0.229275645,109,110,219,1
600520,,0,5,2.543410853,11211.43225,0.56984276,0.053887534,46,47,93,1
600734,,0,5,2.568217054,1774.611537,0.68641114,0.052043896,41,42,83,1
600758,,7,5,2.341860465,13736.81661,0.37089247,0.116541571,103,104,207,1
600768,,0,5,2.575581395,4315.696032,0.62896407,0.051029483,43,44,87,1
600776,,5,5,2.201937984,17506.83071,0.46183395,0.35052871,141,143,284,1
603003,,0,5,2.457364341,8602.816571,0.42314437,0.067520098,58,59,117,1
600573,,4,5,2.426356589,3912.561437,0.37960786,0.079804012,49,51,100,1
2302,,5,6,3.290585045,0,0,0,0,1,1,1
877,,5,5,2.291472868,6914.434756,0.71909714,0.316172061,106,106,212,1
600361,,2,5,2.630232558,5524.07769,0.33613446,0.031526488,35,35,70,1
882,,5,5,2.289534884,4475.106183,0.72668463,0.311688281,105,106,211,1
601225,,8,5,2.586821705,2316.973879,0.45686275,0.078569084,50,51,101,1
883,,3,5,2.469767442,1478.051089,0.42679974,0.102847026,57,57,114,1
900,,4,5,2.231007752,8909.768275,0.28467992,0.313672957,150,151,301,1
2054,,0,5,2.322868217,9396.579692,0.39862105,0.174686754,88,87,175,1
300082,,4,5,3.010465116,149.3961884,0.30952382,0.005080661,6,7,13,1
601058,,0,6,3.102325581,0.279512006,0,0.001409338,1,2,3,1
2073,,5,5,2.171317829,15045.8292,0.32136932,0.406771884,166,166,332,1
2252,,5,4,2.180620155,7687.898812,0.5332968,0.481458547,164,165,329,1
2221,,0,5,2.897286822,374.4675303,0.43636364,0.008782561,10,11,21,1
413,,8,5,2.342635659,13836.39366,0.3091398,0.159039495,91,93,184,1
2736,,8,5,2.448449612,19727.22537,0.2019656,0.169104754,111,82,193,1
710,,0,5,2.478294574,1456.801899,0.48308668,0.073113244,43,44,87,1
2030,,0,5,2.283333333,6731.164467,0.3048845,0.204983156,106,107,213,1
2097,,2,5,2.408914729,8157.482339,0.40744102,0.07866639,56,58,114,1
2131,,5,5,2.237984496,7451.904138,0.6193277,0.339153088,118,120,238,1
2194,,13,5,2.292635659,21772.62649,0.2519068,0.121832197,98,99,197,1
2289,,0,5,2.524806202,322.093337,0.7983871,0.056431799,31,32,63,1
2301,,4,5,2.399224806,5165.988327,0.3591346,0.095128058,64,65,129,1
2383,,4,5,2.37248062,8838.019114,0.24210526,0.104984088,75,76,151,1
2430,,4,5,2.305813953,7468.695157,0.26153848,0.14965435,90,91,181,1
300293,,0,5,2.368217054,4973.136786,0.44595206,0.107808898,66,67,133,1
300314,,0,5,2.274806202,11775.93077,0.22701314,0.152468791,102,103,205,1
600048,,8,4,2.190697674,8891.705998,0.460036,0.712945031,188,189,377,1
600243,,7,5,2.291085271,23782.31809,0.22375342,0.12985364,97,98,195,1
600269,,7,5,2.320930233,11959.61571,0.31295717,0.113471065,87,86,173,1
600359,,13,5,2.274031008,17993.7149,0.25658265,0.176830796,119,120,239,1
600397,,8,5,2.331782946,12378.24844,0.32341772,0.13537955,79,80,159,1
600589,,2,5,2.530620155,8612.681946,0.5195122,0.058680061,40,41,81,1
600598,,0,5,2.329844961,6555.247333,0.2978112,0.125886426,85,86,171,1
600847,,4,5,2.362015504,13707.48665,0.32,0.123239061,75,76,151,1
600875,,4,5,2.160852713,27484.36491,0.21710384,0.413457316,192,193,385,1
600980,,0,5,2.46124031,1502.690063,0.5695007,0.063045509,38,39,77,1
601126,,8,5,2.227131783,4554.414504,0.623968,0.643997929,152,153,305,1
601258,,5,5,2.199224806,8402.583178,0.46236402,0.378411269,142,144,286,1
601717,,0,5,2.236821705,13450.65077,0.2683766,0.263967382,138,139,277,1
601798,,1,5,2.319379845,7391.641154,0.3055166,0.155997398,92,93,185,1
601928,,8,5,2.236434109,17399.34806,0.26103896,0.367274225,154,155,309,1
520,,2,6,3.315891473,24.85970829,0.16666667,0.001175795,3,3,6,1
600016,,8,5,2.501550388,4407.219129,0.5372881,0.15677741,60,59,119,1
6,,5,5,2.237209302,4875.154205,0.5252786,0.443063652,140,141,281,1
600030,,8,5,2.203488372,23913.77771,0.34522924,0.947381034,270,187,457,1
69,,5,4,2.160852713,19159.80955,0.29345772,0.528750119,200,201,401,1
89,,5,4,2.273255814,6238.486515,0.6613464,0.327436006,112,113,225,1
96,,5,4,2.181782946,7006.6723,0.53336984,0.480163349,164,166,330,1
155,,5,5,2.300775194,11352.83943,0.8200371,0.296554992,98,99,197,1
158,,5,4,2.101550388,40667.91572,0.23869322,0.579657576,250,251,501,1
582,,5,5,2.225581395,11947.87077,0.4869281,0.355987468,135,136,271,1
709,,5,5,2.250775194,3895.404635,0.57797045,0.361666059,121,122,243,1
728,,5,5,2.292248062,7485.170724,0.7126168,0.315694144,108,108,216,1
750,,5,5,2.297286822,5425.347117,0.7009854,0.31965392,108,109,217,1
786,,5,5,2.227131783,9254.184991,0.48304215,0.399883285,139,140,279,1
816,,5,5,2.224031008,15275.21973,0.48479822,0.364461233,134,135,269,1
858,,5,5,2.192635659,12756.44558,0.3809524,0.442400617,167,168,335,1
862,,5,5,2.310465116,8607.45026,0.7757717,0.300476312,101,102,203,1
887,,5,4,2.174418605,12494.12447,0.5088409,0.482582748,168,170,338,1
982,,5,5,2.278682171,7598.330407,0.61190784,0.332564914,117,117,234,1
989,,5,5,2.274418605,9129.939981,0.5896694,0.328072305,120,121,241,1
2029,,5,5,2.270542636,11946.01404,0.67624897,0.325938041,110,111,221,1
2126,,5,4,2.185658915,8942.549537,0.42187375,0.427946757,156,158,314,1
2162,,5,4,2.231007752,4725.188053,0.59187096,0.344458654,124,125,249,1
2166,,5,5,2.316666667,15781.11205,0.83904904,0.295015883,97,98,195,1
2189,,5,4,2.153100775,13724.75015,0.41887543,0.540182602,190,192,382,1
2212,,5,5,2.311627907,2670.239848,0.87258774,0.297460136,95,96,191,1
2227,,5,4,2.224418605,13813.82434,0.48561615,0.338574928,136,137,273,1
2247,,5,5,2.321317829,5561.755206,0.9075726,0.29437161,93,94,187,1
2259,,5,5,2.325193798,2276.237425,0.94744384,0.293518988,91,92,183,1
2260,,5,5,2.260852713,10233.96738,0.63297623,0.311525581,113,114,227,1
2314,,5,5,2.255426357,12842.62455,0.6005598,0.327102094,122,123,245,1
2320,,5,5,2.265891473,17495.60841,0.6039403,0.312423525,117,118,235,1
2402,,5,5,2.310852713,3110.292581,0.8739035,0.298240979,95,96,191,1
2440,,5,5,2.245348837,6964.087404,0.5490552,0.369361246,128,129,257,1
2482,,5,4,2.123255814,17646.41583,0.34338737,0.585132018,217,219,436,1
2504,,5,5,2.325968992,338.7804354,0.96825397,0.293247794,90,91,181,1
2551,,5,4,2.226356589,15581.92507,0.4313783,0.386100292,154,155,309,1
2606,,5,4,2.177131783,10792.38172,0.5094675,0.481642972,168,170,338,1
300039,,5,5,2.258139535,2357.646104,0.6334711,0.353418915,120,121,241,1
300136,,5,4,2.179457364,27029.89729,0.32413793,0.398310354,174,175,349,1
300199,,5,5,2.296899225,1860.649066,0.8576031,0.298370297,96,97,193,1
300237,,5,4,2.181007752,6917.820669,0.5275954,0.479649178,163,167,330,1
300297,,5,4,2.173643411,9871.0832,0.49029964,0.484906851,172,174,346,1
600037,,8,5,2.089147287,30609.2997,0.3058562,0.97750041,285,285,570,1
600056,,5,4,2.158527132,18702.60062,0.4491834,0.494896987,180,182,362,1
600060,,5,4,2.174031008,17623.67341,0.35014713,0.471853411,182,183,365,1
600079,,5,4,2.10620155,25426.51645,0.26428056,0.595724989,235,236,471,1
600083,,5,5,2.284883721,11022.0838,0.75242716,0.300641926,103,104,207,1
600089,,8,5,2.091085271,26471.43668,0.31842718,0.995400574,286,286,572,1
600106,,5,5,2.279844961,5807.580368,0.6595249,0.326526938,113,114,227,1
600150,,5,5,2.175581395,13968.91154,0.3648262,0.539119007,192,193,385,1
600187,,5,5,2.195348837,16288.39444,0.38093814,0.434629558,173,174,347,1
600208,,5,5,2.23255814,15891.54142,0.47286576,0.348982056,137,137,274,1
600252,,5,5,2.232170543,14122.99644,0.50279087,0.367402859,136,137,273,1
600297,,5,4,2.145736434,22525.01151,0.3975144,0.510642861,194,196,390,1
600305,,5,5,2.164728682,25864.1648,0.30992463,0.48426619,199,200,399,1
600354,,5,4,2.280620155,7188.400968,0.65522504,0.324799617,114,115,229,1
600362,,5,5,2.231007752,14652.44998,0.41898912,0.378020226,145,146,291,1
600401,,5,4,2.171317829,26640.27143,0.3133167,0.436528663,182,184,366,1
600518,,5,4,2.169767442,7769.351438,0.5174345,0.488917807,167,169,336,1
600557,,5,4,2.218604651,5779.868489,0.4882774,0.439835561,149,150,299,1
600658,,5,5,2.324418605,124.0559856,0.96825397,0.294448937,90,91,181,1
600675,,5,5,2.230620155,9145.500742,0.5066531,0.449324294,143,144,287,1
600720,,5,5,2.251162791,16846.04729,0.5202147,0.350083731,129,129,258,1
600795,,5,5,2.225193798,11003.88695,0.44246086,0.407765674,149,148,297,1
600812,,5,5,2.231782946,6143.853761,0.5140523,0.37350999,135,136,271,1
600819,,5,5,2.325193798,3132.21695,0.9291725,0.298925012,92,92,184,1
600841,,5,4,2.266666667,20449.52774,0.5324803,0.32983548,127,128,255,1
600857,,5,5,2.301550388,1181.273157,0.89025754,0.296990715,94,95,189,1
600894,,5,5,2.300775194,5071.660373,0.6750322,0.320363375,111,112,223,1
600971,,5,4,2.215891473,31431.18397,0.41983938,0.331287325,145,146,291,1
601003,,5,4,2.288372093,11870.94815,0.77003616,0.302174508,102,103,205,1
601007,,5,5,2.315891473,3409.28904,0.85534793,0.297581153,96,97,193,1
601011,,5,4,2.258139535,8429.376186,0.555746,0.344055079,126,126,252,1
601101,,8,5,2.136821705,19612.1587,0.45538872,0.869209803,220,221,441,1
601117,,5,5,2.261627907,6306.499227,0.55574834,0.381550706,131,132,263,1
601169,,5,5,2.320155039,895.9982359,0.89204925,0.296576564,94,95,189,1
601186,,5,4,2.103100775,28740.40176,0.31743902,0.639446222,235,237,472,1
601318,,5,4,2.249224806,7636.366324,0.5743036,0.35108645,122,123,245,1
601908,,5,5,2.223643411,10079.03612,0.45904505,0.385606994,140,142,282,1
601989,,8,5,2.083333333,24779.54746,0.33908236,1,281,281,562,1
603077,,5,5,2.27751938,9218.350528,0.62788606,0.324922722,115,116,231,1
603309,,5,5,2.310465116,5735.157093,0.82271695,0.298883364,98,99,197,1
30,,7,5,2.68372093,973.0494263,0.48666668,0.026448466,24,25,49,1
600036,,8,5,2.242635659,3653.330586,0.6333747,0.654915272,156,155,311,1
600888,,4,5,2.569767442,2215.84326,0.21212122,0.056076312,34,33,67,1
2415,,13,5,2.449612403,2576.984761,0.4107683,0.092034893,57,58,115,1
600120,,4,4,2.265891473,24171.45708,0.23879552,0.175369969,119,119,238,1
600170,,8,5,2.839147287,430.0883609,0.36190477,0.023395167,15,14,29,1
2626,,13,5,2.38875969,2705.232301,0.49264902,0.131452985,86,85,171,1
600476,,0,5,2.595348837,1744.075356,0.64294875,0.052366669,39,40,79,1
600657,,0,5,2.689147287,1480.703713,0.16052632,0.020656065,19,20,39,1
600115,,8,5,2.317829457,6998.223146,0.295182,0.2001547,97,98,195,1
600270,,8,4,2.11124031,33887.35865,0.30834576,0.783793007,246,244,490,1
601111,,8,5,2.392635659,4777.368407,0.37804413,0.143913923,71,72,143,1
300095,,7,5,2.59496124,5018.522136,0.5868056,0.058828111,63,64,127,1
600320,,3,5,2.792635659,385.9970901,0.46957672,0.052103373,28,27,55,1
600133,,0,5,2.734108527,1275.375584,0.46666667,0.027143451,20,21,41,1
600386,,2,5,2.586821705,6366.508939,0.37921727,0.049962351,38,38,76,1
2431,,0,6,3.455249903,0,0,0,0,1,1,1
600533,,0,5,2.45620155,3858.901845,0.6097303,0.10751182,62,61,123,1
600611,,3,5,2.808914729,525.8497024,0.45156696,0.032012486,27,24,51,1
600530,,8,5,3.157364341,5.876477253,0.33333334,0.00579143,3,4,7,1
600676,,8,5,2.278294574,6646.799866,0.7398025,0.61477291,136,137,273,1
600578,,8,5,2.553488372,2095.023709,0.5730612,0.103186633,50,50,100,1
600642,,4,5,2.391085271,6522.641609,0.31795475,0.196674901,83,83,166,1
603169,,8,5,2.686434109,9192.650318,0.5855856,0.03426441,36,37,73,1
601377,,8,5,2.893410853,429.8786565,0.2,0.022138129,14,13,27,1
600741,,8,5,2.202713178,13304.20735,0.4234953,0.720214509,197,196,393,1
600754,,4,5,2.384883721,5073.221716,0.31305537,0.121832198,77,76,153,1
2063,,13,4,2.256976744,10137.59429,0.301241,0.268444312,142,143,285,1
600406,,8,5,2.132945736,23524.90755,0.3214497,0.852148754,253,254,507,1
600633,,13,5,2.694573643,604.1054708,0.44155845,0.036200626,21,22,43,1
600835,,8,5,2.287984496,10310.61895,0.2859297,0.305020825,124,123,247,1
657,,4,5,2.350775194,8717.197455,0.39213485,0.177283504,89,90,179,1
600837,,8,5,2.468604651,7097.111372,0.30212766,0.190153657,95,71,166,1
821,,2,4,2.31744186,16752.42268,0.2114106,0.140022344,105,105,210,1
979,,2,5,2.616666667,2878.53154,0.39639223,0.047266944,46,47,93,1
2084,,5,5,2.21124031,17158.81268,0.3606381,0.330398782,151,153,304,1
2224,,2,5,2.710465116,5418.932063,0.7037037,0.026552119,26,28,54,1
2277,,2,5,2.714341085,409.1471253,0.8138462,0.026154106,25,26,51,1
2353,,2,5,2.449224806,3767.206949,0.3060606,0.069572108,54,55,109,1
2479,,4,5,2.422868217,6945.401082,0.47149205,0.118475911,73,72,145,1
2481,,2,5,2.555813953,872.1497809,0.53910255,0.055784566,39,40,79,1
2496,,2,5,2.448837209,3993.867014,0.28787878,0.087356174,66,67,133,1
300026,,2,5,2.64379845,1022.699925,0.5577651,0.036714063,32,33,65,1
300110,,2,5,2.307751938,11409.20048,0.26049504,0.168225525,100,101,201,1
600139,,2,5,2.665891473,7781.569033,0.42460883,0.035331082,37,37,74,1
600238,,2,5,2.598062016,6146.753066,0.4445122,0.040881106,40,41,81,1
600273,,2,5,2.697286822,863.5217637,0.70767194,0.026984482,27,28,55,1
600487,,2,5,2.489534884,6760.637177,0.29298642,0.076245043,51,52,103,1
600503,,2,5,2.575968992,4663.763734,0.45072463,0.052238741,45,46,91,1
600794,,2,5,2.721317829,210.9564312,0.82,0.028346528,25,25,50,1
603015,,2,5,2.720542636,271.4522877,0.88166666,0.025750202,24,25,49,1
404,,5,4,2.258527132,17571.22642,0.46308884,0.278154942,129,130,259,1
600839,,5,5,2.126744186,22103.30441,0.30325964,0.572042117,217,217,434,1
521,,3,5,2.432170543,8688.292093,0.29033485,0.109844689,72,71,143,1
600900,,8,5,2.291085271,3923.109344,0.80578417,0.600446829,130,127,257,1
600021,,13,5,2.386046512,7538.744675,0.35822785,0.134697203,79,80,159,1
600098,,4,5,2.420542636,8387.822365,0.2605156,0.132242986,66,67,133,1
601939,,8,5,2.218992248,6500.694823,0.5172381,0.682418188,177,177,354,1
14,,5,5,2.357364341,2772.086746,0.8608934,0.240191574,87,87,174,1
600999,,5,5,2.853875969,3296.129484,0.6210545,0.27727814,107,25,132,1
509,,5,5,2.365503876,245.6422655,0.9648839,0.236045244,81,83,164,1
548,,5,5,2.330620155,12938.31918,0.6543129,0.253229968,103,104,207,1
635,,5,5,2.352325581,2826.573286,0.86010975,0.239070448,87,88,175,1
666,,5,5,2.229457364,29119.4022,0.4151975,0.34235037,142,143,285,1
691,,5,5,2.335271318,5051.016214,0.7612674,0.242986754,93,94,187,1
702,,5,5,2.363178295,128.2498922,0.9645901,0.236784387,82,83,165,1
731,,5,4,2.242635659,17562.56879,0.4288858,0.312350621,136,137,273,1
751,,5,5,2.325193798,2751.308301,0.77734923,0.24664038,92,92,184,1
863,,5,5,2.260077519,11978.90345,0.4752531,0.302900704,126,126,252,1
965,,5,5,2.208914729,19708.66282,0.41061878,0.382379788,153,154,307,1
990,,5,5,2.331395349,5825.897922,0.7337719,0.250235931,95,96,191,1
2052,,5,5,2.294573643,9140.49006,0.55022514,0.284851706,113,114,227,1
2210,,5,4,2.323643411,4809.741912,0.7593228,0.246776281,93,94,187,1
2214,,5,5,2.153100775,14833.09236,0.3402185,0.488526748,202,203,405,1
2245,,5,5,2.28372093,9790.804924,0.5617099,0.27078871,112,113,225,1
2272,,5,5,2.36124031,1952.038672,0.92016804,0.236832823,83,85,168,1
2333,,5,4,2.279069767,14977.10293,0.54030764,0.268010158,117,119,236,1
2388,,5,5,2.26744186,13625.69824,0.4859775,0.278436202,121,122,243,1
2399,,5,5,2.253100775,5461.609074,0.5236774,0.320779398,124,125,249,1
2418,,5,5,2.267054264,6871.255437,0.5643236,0.283373067,116,117,233,1
2471,,5,5,2.332945736,3174.574321,0.7507279,0.252552386,93,94,187,1
2491,,5,4,2.299224806,15692.40282,0.56861323,0.266296303,111,112,223,1
2503,,5,4,2.245348837,10611.49288,0.5090336,0.285674591,119,120,239,1
2524,,5,5,2.36627907,0,0.9878049,0.236045244,81,82,163,1
2557,,5,4,2.289922481,5612.554919,0.5950041,0.271629963,110,111,221,1
2566,,5,4,2.275193798,7041.109854,0.6113022,0.287417155,109,111,220,1
2575,,5,4,2.236046512,25183.89101,0.40843672,0.298982444,155,156,311,1
2581,,5,4,2.253100775,10801.88422,0.5039984,0.305093015,122,123,245,1
2599,,5,5,2.348449612,10461.07055,0.7717391,0.240342068,92,93,185,1
2620,,5,5,2.358914729,6554.23599,0.8995896,0.237112797,85,86,171,1
2650,,5,4,2.19379845,12321.24976,0.37821496,0.380131959,157,158,315,1
2697,,5,5,2.311627907,3951.609015,0.743673,0.250386455,94,95,189,1
300057,,5,5,2.365116279,1157.358863,0.9640024,0.236250855,82,83,165,1
300069,,5,4,2.299612403,13275.25755,0.59679204,0.263232975,112,113,225,1
300135,,5,5,2.207751938,10643.76785,0.4791214,0.359104327,145,146,291,1
300197,,5,4,2.218992248,20242.7591,0.41492003,0.339602348,147,148,295,1
300232,,5,5,2.275581395,14865.22364,0.5513895,0.271273221,113,114,227,1
600094,,5,5,2.36627907,0,0.9878049,0.236045244,81,82,163,1
600180,,5,4,2.170930233,24443.93607,0.31162512,0.383201705,178,179,357,1
600222,,5,4,2.220155039,12250.33642,0.37270963,0.380983967,160,161,321,1
600240,,8,4,2.155426357,10869.97285,0.51180905,0.807495376,199,199,398,1
600287,,5,4,2.252713178,9619.810181,0.49121428,0.294839517,123,124,247,1
600378,,5,5,2.215503876,11651.5606,0.45656458,0.364652679,142,143,285,1
600379,,5,5,2.36627907,0,0.9878049,0.236045244,81,82,163,1
600391,,9,5,2.158527132,20373.62538,0.3049254,0.495759804,205,206,411,1
600405,,5,5,2.352325581,10548.9621,0.8407814,0.238693684,88,89,177,1
600438,,5,5,2.194186047,11358.00765,0.42532256,0.377802933,156,157,313,1
600462,,5,5,2.254651163,9053.491871,0.5252801,0.285486788,119,120,239,1
600495,,5,5,2.360077519,3108.02768,0.898632,0.237536479,85,86,171,1
600508,,5,4,2.310077519,14901.02077,0.59640014,0.261189826,107,108,215,1
600527,,5,5,2.199612403,7337.4415,0.4199387,0.429935651,157,157,314,1
600540,,5,4,2.237984496,15754.97993,0.45678622,0.314525063,137,138,275,1
600546,,8,4,2.144186047,15308.46941,0.46139228,0.821624226,211,212,423,1
600726,,5,5,2.249224806,25985.09846,0.39707476,0.291737881,142,143,285,1
600728,,5,5,2.332170543,10827.05382,0.8047619,0.240237045,90,91,181,1
600770,,5,5,2.228682171,10948.62141,0.44499722,0.297547828,134,135,269,1
600804,,8,4,2.144186047,10589.72018,0.4770657,0.823690909,208,209,417,1
600862,,5,4,2.276744186,8219.112804,0.5438215,0.268328294,117,118,235,1
601965,,5,5,2.222868217,17531.8092,0.3871044,0.346217888,145,146,291,1
601969,,5,5,2.252713178,20617.98331,0.4615431,0.291151076,128,129,257,1
603399,,5,5,2.36627907,0,0.9878049,0.236045244,81,82,163,1
200152,,3,5,2.825581395,5407.522041,0.6005291,0.024902316,27,28,55,1
2372,,4,5,2.62751938,580.3679653,0.59885055,0.056186251,29,30,59,1
612,,2,5,2.44379845,5057.657194,0.28248587,0.080770971,59,60,119,1
601600,,1,5,2.395348837,6354.344566,0.3733875,0.16678234,92,91,183,1
2036,,7,5,2.67248062,2895.417279,0.6776739,0.063287325,58,59,117,1
601688,,8,5,2.782170543,1507.083896,0.31907308,0.059748306,34,26,60,1
600108,,8,5,2.303875969,7676.532027,0.27260295,0.240157664,111,112,223,1
600121,,5,5,2.924418605,49.08222525,0.6805556,0.019422697,8,9,17,1
600322,,8,5,2.541860465,1838.166047,0.42740998,0.082156441,41,42,83,1
2679,,8,5,2.641085271,1881.794191,0.67881244,0.066602435,38,39,77,1
601901,,8,5,2.913953488,1358.320076,0.42333335,0.030316069,25,22,47,1
601998,,1,5,2.343410853,13288.88805,0.29610983,0.217684061,115,115,230,1
300381,,0,5,3.029844961,77.62463525,0.6666667,0.008693362,6,6,12,1
2512,,7,5,2.526356589,5317.425278,0.3678647,0.056797951,44,44,88,1
2452,,9,5,2.668217054,2189.636881,0.28623188,0.035687794,24,24,48,1
2203,,4,6,3.129844961,1016.570956,0.2,0.004134876,8,10,18,1
600889,,4,5,2.596124031,2382.765471,0.46780303,0.049238781,33,33,66,1
2158,,13,5,2.621317829,1216.081298,0.789916,0.046592718,34,35,69,1
600711,,0,5,2.913178295,224.3724076,0.7628459,0.023395056,23,20,43,1
2514,,13,5,2.593410853,1563.691759,0.44537815,0.043884198,34,35,69,1
766,,7,5,2.790310078,1452.691853,0.43666667,0.024788236,24,23,47,1
917,,4,5,2.629069767,682.2234505,0.44581282,0.051600763,29,28,57,1
2717,,4,5,3.124031008,582.8339613,0.21428572,0.003538956,6,7,13,1
300413,,8,5,2.626744186,10864.96253,0.36835107,0.041226735,48,46,94,1
601010,,0,5,2.996124031,954.9659856,0.2032967,0.008333464,13,13,26,1
600570,,8,5,2.271705426,893.908581,0.78661203,0.623893714,134,134,268,1
600477,,0,6,3.225581395,7.572649798,0.33333334,0.002481695,3,3,6,1
2713,,0,5,2.441472868,5604.597907,0.31038252,0.081740493,61,61,122,1
300227,,9,5,2.52751938,1779.65356,0.41165587,0.076016512,47,47,94,1
300324,,9,5,2.836821705,77.29773382,0.73202616,0.024013593,17,18,35,1
